split,video_path,reference,prediction,is_correct,reference_length,prediction_length
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\i am feeling bored (2).mp4,i am feeling bored,i am bored,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\congratulations\congratulations (5).MP4,congratulations,congratulations,True,1,1
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not be stubborn\do not be stubborn.mp4,do not be stubborn,i am stubborn,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (4).MP4,how dare you,i am not mean it,False,3,5
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (3).MP4,what you want,i am good,False,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\i promise (2).mp4,i promise,i am happy,False,2,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (4).MP4,why are you crying,why are you crying,True,4,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (2).MP4,i am tired,i am not hurt you of you,False,3,7
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (7).mp4,what do you think,what are you good,False,4,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not hurt me\hurt me (4).MP4,do not hurt me,i am hurt me,False,4,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (3).MP4,i somehow got to know about it,how do you,False,7,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he came by train\he came by train.mp4,he came by train,i am tired,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him (3).MP4,what did you tell him,what are you think,False,5,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (2).MP4,speak softly,why are you angry,False,2,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\congratulations\congratulations (3).MP4,congratulations,congratulations,True,1,1
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\i am really grateful (2).mp4,i am really grateful,i am happy,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (3).MP4,who are you,who are you,True,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt.MP4,i got hurt,i am angry,False,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 5.MP4,i need water,i am need water,False,3,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not worry\MVI_6633.MP4,do not worry,why are you crying,False,3,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (5).MP4,i somehow got to know about it,how are you,False,7,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not take it to the heart\heart (4).MP4,do not take it to the heart,why are you angry,False,7,4
test,"data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\you do anything, i do not care.mp4","you do anything, i do not care",i do not not not do anything,False,7,7
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (4).MP4,i enjoyed a lot,i am feeling feeling it,False,4,5
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\i am afraid of that.mp4,i am afraid of that,how are you,False,5,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today.MP4,he would be coming today,i am not need you today,False,5,6
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\you are good.mp4,you are good,i am good,False,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (2).MP4,i got hurt,i am hurt crying,False,3,4
test,"data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\donotcare.MP4","you do anything, i do not care",what are you do,False,7,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (5).MP4,help me,help me,True,2,2
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you free today\free.MP4,are you free today,i am help you,False,4,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\i am so sorry to hear that (2).mp4,i am so sorry to hear that,i am happy,False,7,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\when will the train leave.mp4,when will the train leave,i am bored,False,5,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve food.MP4,serve the food,serve the food,True,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (6).MP4,i am crying,i am crying,True,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (5).MP4,nice to meet you,how are you,False,4,3
test,"data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\you do anything, i do not care (2).mp4","you do anything, i do not care",i am bored,False,7,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (3).MP4,how old are you,how are you,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happen.MP4,what happened,what are you angry,False,2,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can i help you\help (5).MP4,can i help you,i am help you,False,4,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\which collegeschool are you from.mp4,which collegeschool are you from,i am tired,False,5,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand (5).MP4,try to understand,why are you angry,False,3,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (5).MP4,i am feeling cold,why are you angry,False,4,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (4).MP4,i am crying,i am crying,True,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not take it to the heart\heart (5).MP4,do not take it to the heart,why are you hurt you,False,7,5
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can you repeat that please\can you repeat that please (3).MP4,can you repeat that please,i am hungry,False,5,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can you repeat that please\can you repeat that please (5).MP4,can you repeat that please,how are you,False,5,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (8).mp4,nice to meet you,how are you,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (1).MP4,where are you from,how are you,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not make me angry\me angry.MP4,do not make me angry,how are you,False,5,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (6).mp4,what do you do,what do you do,True,4,4
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do you need something\do you need something (2).mp4,do you need something,how are you,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way (2).MP4,he is on the way,how are you,False,5,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (2).MP4,i am feeling bored,i am bored,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (2).mp4,i am hungry,i am hungry,True,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (4).MP4,i am sitting in the class,i am bored,False,6,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\can i help you\help (3).MP4,can i help you,how are you,False,4,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\go and sleep\sleep (3).MP4,go and sleep,i am bad,False,3,3
test,data\isl_clstr\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (3).MP4,you are good,you are bad,False,3,3
